uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link,idx
15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",Unaired 13th episode of the TV series.,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']","Mar 27, 2013",1.0,33239,2421,4375.0,6.85,https://cdn.myanimelist.net/images/anime/11/51459.jpg,https://myanimelist.net/anime/15609/Kono_Naka_ni_Hitori_Imouto_ga_Iru__Ani_Imouto_Koibito,1526
7593,Kiss x Sis (TV),"After Keita Suminoe's mother passed away, his father promptly remarried, introducing two step-sisters into Keita's life: twins Ako and Riko. But since their fateful first encounter, a surge of incestuous love for their younger brother overcame the girls, beginning a lifelong feud for his heart. 
 
Now at the end of his middle school career, Keita studies fervently to be able to attend Ako and Riko's high school. While doing so however, he must resolve his conflicting feelings for his siblings and either reject or succumb to his sisters' intimate advances. Fortunately—or perhaps unfortunately for Keita—his sisters aren't the only women lusting after him, and there's no telling when the allure of temptation will get the better of the boy as well. 
 
[Written by MAL Rewrite]","['Harem', 'Comedy', 'Romance', 'Ecchi', 'School', 'Seinen']","Apr 5, 2010 to Jun 21, 2010",12.0,354061,263,4373.0,6.85,https://cdn.myanimelist.net/images/anime/3/25518.jpg,https://myanimelist.net/anime/7593/Kiss_x_Sis_TV,840
1192,Kakurenbo,"Among the high rises of steel pipes, meshed power lines, and faded neon lights, exists a game that children dare to play within the ruins of the old city. 
 
""Otokoyo,"" a secret game of hide-and-seek, one where all who play wear fox masks and only begins when seven have gathered. But it is no normal game, as all who have played it have gone missing. Many whisper it is the work of demons, but that is just a rumor... or is it? 
 
 Kakurenbo  follows the story of seven children as they play Otokoyo for the first time and discover why if you play, you never return. 
 
[Written by MAL Rewrite]","['Horror', 'Psychological', 'Supernatural']","Sep 1, 2004",1.0,29831,2572,4370.0,6.85,https://cdn.myanimelist.net/images/anime/10/18917.jpg,https://myanimelist.net/anime/1192/Kakurenbo,2644
19109,Fate/kaleid liner Prisma☆Illya Specials,Specials bundled with each of all five Blu-ray/DVD volumes.,"['Comedy', 'Magic', 'Ecchi', 'Fantasy']","Sep 27, 2013 to Jan 31, 2014",5.0,29619,2587,4364.0,6.85,https://cdn.myanimelist.net/images/anime/3/51235.jpg,https://myanimelist.net/anime/19109/Fate_kaleid_liner_Prisma%E2%98%86Illya_Specials,1373
7580,Ikkitousen: Xtreme Xecutor,"Life gets crazy for Hakufu when she takes on a pupil that acts just like her! A tournament between the school heads start, but due to Hakufu's negligence, her pupil ends up taking her place. The tournament isn't what it seems, and the girls find themselves in the middle of a plot to take over the clans. 
 
(Source: FUNimation)","['Action', 'Ecchi', 'Martial Arts', 'School', 'Super Power']","Mar 26, 2010 to Jun 11, 2010",12.0,38056,2250,4337.0,6.86,https://cdn.myanimelist.net/images/anime/2/18209.jpg,https://myanimelist.net/anime/7580/Ikkitousen__Xtreme_Xecutor,2531
509,I My Me! Strawberry Eggs,"Amawa Hibiki is a young man just out of college, with an education to be an athletics teacher. He's been having a hard time finding a job since he graduated, so all his money has gone towards living expenses. When his landlady demands his first payment to live in her living establishment upfront, he heads to the local middle school to get hired as a teacher. However, the principal refuses to hire him without hesitation. She will not hire men as teachers and makes it clear that she hates all men, saying they put no love into their passions and work. Amawa does not give up and with the help of his landlady, he crossdresses as a woman without a second thought, and gets hired, so he can earn money and also prove the principal wrong. Now, he has to keep his real gender a secret, and avoid strange situations, including the affections of his students (from both genders).  
 
(Source: ANN)","['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']","Jul 4, 2001 to Sep 26, 2001",13.0,30741,2529,4335.0,6.86,https://cdn.myanimelist.net/images/anime/1414/93964.jpg,https://myanimelist.net/anime/509/I_My_Me_Strawberry_Eggs,2039
896,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,"The Saiyajin named Turlus has come to Earth in order to plant a tree that will both destroy the planet and give him infinite strength. Son Goku and the Z Warriors cannot let this happen and duke it out with the invaders for the sake of the planet. 
 
(Source: ANN) ","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']","Jul 7, 1990",1.0,86892,1242,4328.0,6.86,https://cdn.myanimelist.net/images/anime/1956/90345.jpg,https://myanimelist.net/anime/896/Dragon_Ball_Z_Movie_03__Chikyuu_Marugoto_Choukessen,1973
35928,Devils Line,"Vampires walk among society, existing as part of its underbelly. They do not require blood to survive, but extreme emotions can immensely increase their bloodlust, turning them into uncontrollable monsters. Tsukasa Taira, a 22-year-old university student, learns of the existence of vampires when her longtime friend reveals himself to be one of them after a tense confrontation with Yuuki Anzai—a human and vampire hybrid. 
 
Her friend is arrested, and Tsukasa soon finds herself drawn to Anzai, who reluctantly reciprocates her feelings. However, this unconventional romance may prove too difficult to maintain, as Anzai struggles to contain the part of him that wishes to devour Tsukasa. 
 
[Written by MAL Rewrite]","['Action', 'Drama', 'Romance', 'Seinen', 'Supernatural', 'Vampire']","Apr 7, 2018 to Jun 23, 2018",12.0,107641,1037,4324.0,6.86,https://cdn.myanimelist.net/images/anime/1598/90817.jpg,https://myanimelist.net/anime/35928/Devils_Line,1398
4151,Blade of the Immortal,"Manji is an amoral swordsman, who has been cursed with eternal life. He has grown tired of living with all the death he has created. He has no skills other then those of killing, thus he forms a plan to regain his mortality: he shall kill one hundred evil men for each good one he has killed. The old witch who afflicted Manji with immortality agrees to Manji's proposition and Manji is set on his path to kill one thousand evil men. On his journey he meets a young girl, Rin, who has her own vengeance to seek against the sword school whose members slaughtered Rin's family. Rin and Manji journey together, each hoping to find some kind of peace. In their way are many varied enemies. Rin and Manji are almost constantly under attack and must learn to live their lives, avoiding being consumed by revenge. 
 
(Source: ANN)","['Action', 'Adventure', 'Historical', 'Samurai', 'Supernatural']","Jul 14, 2008 to Dec 29, 2008",13.0,48984,1920,4321.0,6.86,https://cdn.myanimelist.net/images/anime/2/74074.jpg,https://myanimelist.net/anime/4151/Blade_of_the_Immortal,2825
25045,Barakamon: Mijikamon,2-minute specials for Barakamon featuring chibi characters. These specials were streamed exclusively on YouTube only in Japan after every episode of the main series.,['Comedy'],"Jul 3, 2014 to Sep 28, 2014",12.0,26144,2770,4319.0,6.86,https://cdn.myanimelist.net/images/anime/11/75964.jpg,https://myanimelist.net/anime/25045/Barakamon__Mijikamon,2927
9618,Asobi ni Iku yo!: Asobi ni Oide,"Catian Eris is now on a mission to learn about Earth games and how they are played, but she seems to think that bets have to be placed every time. And while some bets are material items, eventually the Catians learn about betting items of clothing...","['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi']","Jun 15, 2011",1.0,34749,2360,4316.0,6.86,https://cdn.myanimelist.net/images/anime/7/26653.jpg,https://myanimelist.net/anime/9618/Asobi_ni_Iku_yo__Asobi_ni_Oide,1216
34866,Yu☆Gi☆Oh! VRAINS,"In the city of Den City, thousands of duelists take part in a virtual reality space known as Link Vrains, where users can create unique avatars and participate in games of Duel Monsters with each other. As a mysterious hacker organisation known as the Knights of Hanoi threaten this world, a high-school student named Yusaku Fujiki battles against them under the guise of Playmaker.  
 
One day, Yusaku encounters a peculiar artificial intelligence program, which he names Ai, who sets off a digital maelstrom in Link Vrains known as the Data Storm. As the appearance of this storm gives birth to Speed Duels, in which duelists surf the wind as they duel, Yusaku battles against Hanoi in order to uncover the truth concerning an incident that happened to him years ago. 
 
(Source: ASCII.jp)","['Action', 'Game', 'Sci-Fi', 'Fantasy', 'Shounen']","May 10, 2017 to Sep 25, 2019",120.0,25061,2853,4313.0,6.87,https://cdn.myanimelist.net/images/anime/1789/101971.jpg,https://myanimelist.net/anime/34866/Yu%E2%98%86Gi%E2%98%86Oh_VRAINS,2946
9063,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,Special beach episode bundled with the official visual book.,"['Comedy', 'Ecchi']","Jul 24, 2010",1.0,30691,2535,4309.0,6.87,https://cdn.myanimelist.net/images/anime/6/76118.jpg,https://myanimelist.net/anime/9063/Toaru_Kagaku_no_Railgun__Entenka_no_Satsuei_Model_mo_Raku_Ja_Arimasen_wa_ne,2436
19841,Super Seisyun Brothers,"The story involves two pairs of teenage elder sister and younger brother, the Shinmoto's who are a bit narcissistic and the Saitou's who look a bit mysterious. It follows their everyday life in school and at home. 
 
(Source: MAL News) 
","['Comedy', 'Josei', 'Slice of Life']","Sep 14, 2013 to Dec 14, 2013",14.0,24982,2856,4306.0,6.87,https://cdn.myanimelist.net/images/anime/2/53807.jpg,https://myanimelist.net/anime/19841/Super_Seisyun_Brothers,1349
30806,Schwarzesmarken,"The year is 1983. The Cold War is in full effect, and humanity is under attack. Strange aliens, given the name ""BETA,"" have descended to Earth with the goal of destroying all life. Soldiers have been tasked with piloting large combat suits called Tactical Surface Fighters (TSF) to repel the alien invaders, but the front line is slowly being pushed back towards the surviving cities. 
 
 Schwarzesmarken  follows the story of Second Lieutenant Theodor Eberbach and the other members of the 666th TSF squadron, a ruthless unit that values a mission's completion over human life. Stationed in East Germany and led by war hero Captain Irisdina Bernhard, the unit specializes in counterassault attacks on laser-class BETA. But the 666th squadron finds itself with more enemies than just the alien forces when optimistic rookie Katia Waldheim joins the squadron, drawing the attention of East Germany's secret police, the Stasi. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Sci-Fi', 'Historical', 'Drama', 'Mecha']","Jan 11, 2016 to Mar 28, 2016",12.0,82849,1317,4304.0,6.87,https://cdn.myanimelist.net/images/anime/13/77386.jpg,https://myanimelist.net/anime/30806/Schwarzesmarken,948
35994,Satsuriku no Tenshi,"With dead and lifeless eyes, Rachel Gardner wishes only to die. Waking up in the basement of a building, she has no idea how or why she's there. She stumbles across a bandaged murderer named Zack, who is trying to escape. After promising to kill her as soon as he is free, Rachel and Zack set out to ascend through the building floor by floor until they escape. 
 
However, as they progress upward, they meet more twisted people, and all of them seem familiar with Rachel. What is her connection to the building, and why was she placed in it? Facing a new boss on each floor, can Rachel and Zack both achieve their wishes? 
 
[Written by MAL Rewrite]","['Adventure', 'Horror', 'Psychological', 'Thriller']","Jul 6, 2018 to Sep 21, 2018",12.0,230475,458,4303.0,6.87,https://cdn.myanimelist.net/images/anime/1862/95624.jpg,https://myanimelist.net/anime/35994/Satsuriku_no_Tenshi,1479
